"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"New Jersey"	"34"	"Jul., 2018"	"2018/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	145	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2018"	"2018/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2018"	"2018/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	244	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2018"	"2018/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2018"	"2018/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	148	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2018"	"2018/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	83	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2018"	"2018/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	220	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2018"	"2018/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2018"	"2018/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	133	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2018"	"2018/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	110	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2018"	"2018/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	238	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2018"	"2018/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2018"	"2018/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	148	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2018"	"2018/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	108	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2018"	"2018/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	240	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2018"	"2018/11"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	58	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2018"	"2018/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	148	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2018"	"2018/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	127	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2018"	"2018/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	313	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2018"	"2018/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2018"	"2018/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2019"	"2019/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	156	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2019"	"2019/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	342	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2019"	"2019/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2019"	"2019/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	164	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2019"	"2019/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	129	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2019"	"2019/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	283	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2019"	"2019/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2019"	"2019/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	166	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2019"	"2019/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	146	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2019"	"2019/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	279	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2019"	"2019/03"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2019"	"2019/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	182	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2019"	"2019/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2019"	"2019/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	262	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2019"	"2019/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2019"	"2019/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	155	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2019"	"2019/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	101	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2019"	"2019/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	244	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2019"	"2019/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	58	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2019"	"2019/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	159	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2019"	"2019/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2019"	"2019/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	240	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2019"	"2019/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2019"	"2019/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	120	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2019"	"2019/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2019"	"2019/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	246	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2019"	"2019/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2019"	"2019/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	135	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2019"	"2019/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2019"	"2019/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	193	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2019"	"2019/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2019"	"2019/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	132	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2019"	"2019/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2019"	"2019/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	220	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2019"	"2019/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	58	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2019"	"2019/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	139	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2019"	"2019/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	102	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2019"	"2019/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	217	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2019"	"2019/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2019"	"2019/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	139	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2019"	"2019/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	99	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2019"	"2019/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	219	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2019"	"2019/11"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2019"	"2019/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	140	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2019"	"2019/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2019"	"2019/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	308	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2019"	"2019/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2019"	"2019/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	140	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2020"	"2020/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	146	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2020"	"2020/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	300	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2020"	"2020/01"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2020"	"2020/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	195	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2020"	"2020/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	128	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2020"	"2020/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	265	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2020"	"2020/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2020"	"2020/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	183	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2020"	"2020/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	233	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2020"	"2020/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	288	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2020"	"2020/03"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2020"	"2020/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	229	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2020"	"2020/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	375	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2020"	"2020/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	424	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2020"	"2020/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	65	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2020"	"2020/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	280	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2020"	"2020/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	147	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2020"	"2020/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	227	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2020"	"2020/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2020"	"2020/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	152	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2020"	"2020/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2020"	"2020/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	199	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2020"	"2020/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2020"	"2020/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	132	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2020"	"2020/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2020"	"2020/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	169	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2020"	"2020/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2020"	"2020/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	125	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2020"	"2020/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2020"	"2020/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	198	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2020"	"2020/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2020"	"2020/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	152	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2020"	"2020/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2020"	"2020/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	197	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2020"	"2020/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2020"	"2020/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	134	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2020"	"2020/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2020"	"2020/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	218	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2020"	"2020/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2020"	"2020/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	169	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2020"	"2020/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2020"	"2020/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	220	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2020"	"2020/11"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2020"	"2020/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	155	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2020"	"2020/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	104	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2020"	"2020/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	240	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2020"	"2020/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2020"	"2020/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	201	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2021 "	"2021/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	137	Not Applicable	Not Applicable	Not Applicable	Not Applicable
